MC	<p>0661_64df</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> about enzyme kinetics?</p>	<strong><i>enzymes</i></strong> are needed in large quantities as they are used up in a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> <strong><span style="color: #990000;"><strong><span style="color: #990000;">decrease</span></strong></span></strong> the <strong><span style="color: #660000;"><strong><span style="color: #660000;">activation energy</span></strong></span></strong> of a chemical reaction	Correct	<strong><i>enzymes</i></strong> <strong><span style="color: #000099;">alter</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #990000;">reduce</span></strong> the rate of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #000099;">alter</span></strong> the Gibbs <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G) of a chemical reaction	Incorrect
MC	<p>5b90_b7d0</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> regarding enzyme kinetics?</p>	<strong><i><strong><i>enzymes</i></strong></i></strong> <strong><span style="color: #007a00;"><strong><span style="color: #007a00;">raise</span></strong></span></strong> the <strong><span style="color: #660000;"><strong><span style="color: #660000;">activation energy</span></strong></span></strong> of a chemical reaction	Correct	<strong><i>enzymes</i></strong> stabilize the transition state in a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the standard <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G&deg;&prime;) of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #007a00;">increase</span></strong> the rate of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect
MC	<p>5b90_8940</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> regarding enzyme kinetics?</p>	<strong><i>enzymes</i></strong> can provide favorable microenvironments for a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the Gibbs <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G) of a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> cannot <strong><span style="color: #000099;"><strong><span style="color: #000099;">change</span></strong></span></strong> the <strong><span style="color: #660000;"><strong><span style="color: #660000;">activation energy</span></strong></span></strong> of the chemical reaction	Correct	<strong><i>enzymes</i></strong> <strong><span style="color: #007a00;">increase</span></strong> the rate of a chemical reaction	Incorrect
MC	<p>5b90_3814</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> regarding enzyme kinetics?</p>	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> stabilize the transition state in a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the Gibbs <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G) of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #007a00;">increase</span></strong> the rate of a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> <strong><span style="color: #007a00;"><strong><span style="color: #007a00;">increase</span></strong></span></strong> the <strong><span style="color: #660000;"><strong><span style="color: #660000;">activation energy</span></strong></span></strong> of a chemical reaction	Correct
MC	<p>5b90_c400</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> regarding enzyme kinetics?</p>	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the standard <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G&deg;&prime;) of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #007a00;">increase</span></strong> the rate of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> can provide favorable microenvironments for a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> provide the needed <strong><span style="color: #660000;"><strong><span style="color: #660000;">activation energy</span></strong></span></strong> for a chemical reaction	Correct
MC	<p>5b90_2c76</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> regarding enzyme kinetics?</p>	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the Gibbs <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G) of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> stabilize the transition state in a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #990000;">lower</span></strong> the <strong><span style="color: #660000;">activation energy</span></strong> of a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> <strong><span style="color: #000099;"><strong><span style="color: #000099;">alter</span></strong></span></strong> the equilibrium of the chemical reaction	Correct	<strong><i>enzymes</i></strong> can provide favorable microenvironments for a chemical reaction	Incorrect
MC	<p>44db_c15e</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning enzyme kinetics?</p>	<strong><i><strong><i>enzymes</i></strong></i></strong> force chemical reactions to go forward	Correct	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #007a00;">increase</span></strong> the rate of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> can provide favorable microenvironments for a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #990000;">reduce</span></strong> the <strong><span style="color: #660000;">activation energy</span></strong> of a chemical reaction	Incorrect
MC	<p>44db_0ce7</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning enzyme kinetics?</p>	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #990000;">lower</span></strong> the <strong><span style="color: #660000;">activation energy</span></strong> of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> can provide favorable microenvironments for a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> only convert substrate to product and<strong> <strong>NOT</strong> </strong>the reverse	Correct	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the standard <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G&deg;&prime;) of a chemical reaction	Incorrect
MC	<p>09e3_0480</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding enzyme kinetics?</p>	<strong><i>enzymes</i></strong> <strong><span style="color: #000099;">alter</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #990000;">reduce</span></strong> the rate of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> are needed in large quantities as they are used up in a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> only allow chemical reactions to go forward	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> can provide favorable microenvironments for a chemical reaction	Correct
MC	<p>44db_7bbe</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning enzyme kinetics?</p>	<strong><i>enzymes</i></strong> can provide favorable microenvironments for a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> cannot <strong><span style="color: #000099;">change</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> <strong><span style="color: #007a00;">increase</span></strong> the rate of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> stabilize the transition state in a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> only allow chemical reactions to go forward	Correct
MC	<p>0661_ae18</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> about enzyme kinetics?</p>	<strong><i>enzymes</i></strong> <strong><span style="color: #000099;">alter</span></strong> the equilibrium of the chemical reaction	Incorrect	<strong><i>enzymes</i></strong> produce more product than substrate in a chemical reaction	Incorrect	<strong><i><strong><i>enzymes</i></strong></i></strong> <strong><span style="color: #990000;"><strong><span style="color: #990000;">decrease</span></strong></span></strong> the <strong><span style="color: #660000;"><strong><span style="color: #660000;">activation energy</span></strong></span></strong> of a chemical reaction	Correct	<strong><i>enzymes</i></strong> <strong><span style="color: #000099;">alter</span></strong> the standard <strong><span style="color: #006600;">free energy</span></strong> (&Delta;G&deg;&prime;) of a chemical reaction	Incorrect	<strong><i>enzymes</i></strong> are needed in large quantities as they are used up in a chemical reaction	Incorrect
